Model,DPO4034,,,
2.16E+02,-0.4,-0.64,0.2,0.36
2.16E+02,-0.68,0.16,0.2,0.76
2.16E+02,0.68,0.32,0.44,0.28
2.16E+02,-0.16,-0.8,0.76,0.76
2.16E+02,-0.4,-0.56,0.2,0.6
2.16E+02,-0.4,1.2,-0.12,0.36
2.16E+02,-1.4,0.72,-0.12,0.28
2.16E+02,-0.16,0.56,-0.04,0.44
2.16E+02,-1.4,-0.32,0.12,0.6
2.16E+02,-0.88,0.48,-0.76,0.12
2.16E+02,-0.8,0.96,0.2,0.44
2.16E+02,0.04,0.8,0.04,0.52
2.16E+02,-0.64,0.4,0.36,0.44
2.16E+02,0,0.24,0.36,0.2
2.16E+02,-0.32,-0.88,0.44,0.28
2.16E+02,0.48,-0.4,-0.12,0.2
2.16E+02,-0.36,0.08,-0.12,0.44
2.16E+02,-0.4,0.08,0.2,0.52
2.16E+02,-0.12,-0.08,0.44,0.44
2.16E+02,0,-1.2,-0.04,0.84
2.16E+02,-0.48,-0.96,0.12,1.08
2.16E+02,0.52,0.56,-0.2,0.6
2.16E+02,0.96,0,-0.36,0.68
2.16E+02,0.76,-0.08,-0.12,0.92
2.16E+02,0.6,0.56,-0.84,0.6
2.16E+02,0.16,0.8,-0.44,0.2
2.16E+02,0.88,0.08,0.36,0.6
2.16E+02,0,-0.24,0.76,0.68
2.16E+02,-0.76,0.08,0.28,0.76
2.16E+02,-1.08,0.96,0.44,0.92
2.16E+02,-0.08,-0.4,1.08,0.92
2.16E+02,-0.16,-0.4,0.6,0.68
2.16E+02,-0.8,1.04,0.6,0.44
2.16E+02,-0.16,1.52,0.76,0.44
2.16E+02,0.44,0.8,0.92,0.52
2.16E+02,0.12,0.08,0.92,0.92
2.16E+02,-1.08,0.48,0.76,0.76
2.16E+02,-0.88,1.04,-0.2,0.28
2.16E+02,0.36,0.08,0.04,0.6
2.16E+02,0.36,-0.64,0.52,0.92
2.16E+02,0.36,0.48,0.12,0.12
2.16E+02,-0.52,0.88,0.36,0.28
2.16E+02,0.84,-0.32,0.6,0.2
2.16E+02,0.4,-1.04,0.04,0.28
2.16E+02,0.56,0.4,-0.52,-0.28
2.16E+02,0.08,0.64,0.44,-0.12
2.16E+02,0.28,0.32,0.44,0.2
2.16E+02,0.24,0.16,-0.28,-0.04
2.16E+02,1.04,0.24,-0.04,0.04
2.16E+02,0.36,0.64,0.28,0.68
2.16E+02,0.24,-0.4,-0.12,0.52
2.16E+02,0.24,-0.16,0.44,0.52
2.17E+02,-0.2,0.32,-0.36,0.28
2.17E+02,-0.04,-0.56,-0.52,0.36
2.17E+02,0.44,-0.24,-0.12,-0.12
2.17E+02,0.04,-0.16,-0.28,-0.68
2.17E+02,-0.16,0.16,-0.84,-0.36
2.17E+02,-0.2,0.32,-0.76,-0.2
2.17E+02,0.08,-0.64,-0.52,0.52
2.17E+02,0.28,0.16,-1.56,0.36
2.17E+02,-0.76,-0.24,-1.56,0.92
2.17E+02,-0.84,-0.72,-1.24,0.92
2.17E+02,0.4,-0.72,-1.16,0.68
2.17E+02,-0.04,-0.24,-0.2,0.2
2.17E+02,-0.28,0.72,0.2,0.04
2.17E+02,0.28,0.32,0.36,-0.12
2.17E+02,-0.2,0,0.92,-0.12
2.17E+02,-0.04,-0.32,0.2,-0.52
2.17E+02,-0.24,0.16,0.2,-0.28
2.17E+02,0.2,-0.48,0.2,-0.04
2.17E+02,-0.04,-0.4,-0.68,0.28
2.17E+02,0,0.08,-0.28,-0.12
2.17E+02,0.12,0.56,-1.24,0.2
2.17E+02,0.04,0.72,-0.52,0.2
2.17E+02,0.64,0.16,-0.76,0.12
2.17E+02,-0.04,0,-0.68,0.28
2.17E+02,0.2,0.96,-0.2,0.04
2.17E+02,1.04,0.08,-0.6,-0.04
2.17E+02,1.32,0.08,-0.2,-0.76
2.17E+02,-0.4,-0.56,0.28,-0.04
2.17E+02,-0.12,-0.08,-1.16,-0.36
2.17E+02,0.56,-0.8,-0.76,0.36
2.17E+02,0.96,-0.8,-0.2,0.28
2.17E+02,0.52,0.8,0.44,0.2
2.17E+02,-0.32,1.68,0.68,0.12
2.17E+02,0.24,1.28,0.44,0.12
2.17E+02,-0.2,-0.32,1.16,0.44
2.17E+02,-0.76,-0.16,0.76,-0.04
2.17E+02,-0.72,-0.08,0.76,-0.04
2.17E+02,0.48,-0.16,0.2,-0.28
2.17E+02,0.12,-0.56,0.04,0.12
2.17E+02,0.76,0.16,0.44,-0.12
2.17E+02,0.64,0.56,0.44,-0.28
2.17E+02,0.08,-0.8,0.6,0.04
2.17E+02,0.04,-0.08,0.2,-0.44
2.17E+02,-0.28,0.72,0.36,-0.6
2.17E+02,0.36,0.8,1.16,-0.76
2.17E+02,0.6,-0.08,0.84,-0.28
2.17E+02,0.56,0.24,0.04,-0.36
2.17E+02,-0.24,0.48,0.76,-0.52
2.17E+02,0,-0.8,1.08,-0.44
2.17E+02,0.04,-0.48,0.44,0.04
2.17E+02,0.28,0,0.52,-0.12
2.17E+02,-0.08,-0.16,0.44,0.2
2.17E+02,-0.08,0.64,-0.44,0.28
2.17E+02,0.6,0.24,-1.56,-0.12
2.17E+02,-0.04,0.16,-1.56,-0.28
2.17E+02,-0.68,0.32,-2.6,-0.52
2.17E+02,-0.16,-0.08,-1.4,-0.52
2.17E+02,1.36,-0.64,-0.84,-0.76
2.17E+02,0.92,-0.72,-1.24,-0.36
2.17E+02,-0.52,0.24,-0.68,0.12
2.17E+02,0.12,-0.32,0.12,-0.04
2.17E+02,0.28,-1.04,-0.12,-0.2
2.17E+02,-0.04,-1.12,-0.04,0.04
2.17E+02,0,0.08,-0.2,-0.12
2.17E+02,0.48,-1.36,0.52,0.04
2.17E+02,1.16,-1.12,0.04,0.12
2.17E+02,-0.12,0.8,0.28,-0.12
2.17E+02,-0.04,0.32,0.44,-0.2
2.17E+02,-0.64,-0.16,-0.2,0.12
2.17E+02,0.32,0,-0.12,-0.44
2.17E+02,-0.8,0.48,-0.28,-0.28
2.17E+02,-0.96,2.16,0.12,-0.2
2.17E+02,-0.08,1.04,-0.52,-0.44
2.17E+02,-0.04,0.48,0.44,-0.04
2.17E+02,-0.16,1.28,0.28,-0.36
2.17E+02,-0.72,0.48,0.36,-0.04
2.17E+02,-0.12,0.32,0.28,-0.12
2.17E+02,0.2,0,-0.36,-0.44
2.17E+02,-0.92,0.4,-0.6,-0.44
2.17E+02,-0.56,0.16,-0.28,-0.52
2.17E+02,0.32,-0.4,-0.28,0.36
2.17E+02,0.32,-0.64,-0.36,0.44
2.17E+02,-0.2,0.32,0.36,0.2
2.17E+02,-0.28,0.96,1.24,0.2
2.17E+02,-0.4,0.56,1.08,-0.2
2.17E+02,-0.44,-0.4,1.16,0.12
2.17E+02,0.12,0.96,0.6,-0.36
2.17E+02,0.28,0.72,0.84,-0.36
2.17E+02,-0.12,0,0.52,0.12
2.17E+02,-0.4,0.72,0.6,-0.2
2.17E+02,-1.32,0.72,0.44,-0.04
2.17E+02,-0.84,1.28,0.84,-0.28
2.17E+02,-0.16,-0.64,0.84,0.12
2.17E+02,-0.32,-1.44,-0.52,0.2
2.17E+02,0.04,0.24,-0.52,0.2
2.17E+02,-0.2,0.32,-0.68,0.04
2.17E+02,-0.24,0.32,-0.36,0.28
2.17E+02,-0.32,-0.4,-0.84,0.12
2.17E+02,-0.92,-0.56,0.12,0.12
2.17E+02,0,-1.68,-0.28,0.04
2.18E+02,0.56,-0.88,-0.92,0.12
2.18E+02,0.44,-0.56,-0.76,0.04
2.18E+02,0.24,-0.72,0.04,-0.04
2.18E+02,0.6,-0.24,0.2,0.28
2.18E+02,-0.08,-1.04,0.76,0.2
2.18E+02,-0.44,-0.08,0.28,0.36
2.18E+02,-1.04,-0.64,0.12,0.76
2.18E+02,-0.68,-0.32,0.36,0.76
2.18E+02,-0.28,-0.56,0.6,0.76
2.18E+02,0.12,-0.08,-0.04,0.44
2.18E+02,0.2,0.48,-0.12,0.2
2.18E+02,0.68,-0.16,0.52,0.2
2.18E+02,1.08,-0.64,-0.04,-0.36
2.18E+02,0.08,-0.08,0.76,-0.2
2.18E+02,0.6,0.16,1.16,-0.6
2.18E+02,0.48,-0.64,1.56,-0.12
2.18E+02,0.36,-0.96,1.48,0.2
2.18E+02,-0.44,-0.08,1.16,0.36
2.18E+02,-0.84,1.92,0.84,0.84
2.18E+02,-0.4,1.04,1.08,0.52
2.18E+02,0.32,-0.16,0.52,0.52
2.18E+02,-0.68,1.28,0.36,-0.04
2.18E+02,-0.28,1.28,-0.04,0.12
2.18E+02,0.6,0,-0.36,0.2
2.18E+02,1.24,-1.12,-0.28,0.12
2.18E+02,-0.04,-0.56,-0.52,0.36
2.18E+02,0.2,0.8,0.68,0.12
2.18E+02,0.76,-0.96,0.12,0.36
2.18E+02,0.12,-0.56,-0.12,0.44
2.18E+02,-0.24,0.64,0.52,0.2
2.18E+02,-0.4,0.24,0.92,0.6
2.18E+02,0.64,0.72,0.36,0.04
2.18E+02,0.56,0.64,1.08,0.6
2.18E+02,-0.2,0.8,0.6,0.68
2.18E+02,-0.76,0.64,0.68,0.92
2.18E+02,-0.68,0,0.28,1
2.18E+02,-0.16,0.08,-0.12,0.68
2.18E+02,0.32,0.72,-0.28,0.12
2.18E+02,1,0.96,0.04,-0.04
2.18E+02,0,-0.24,-0.2,0.28
2.18E+02,0.24,0.56,-0.2,-0.12
2.18E+02,0.24,0.16,-0.6,0.12
2.18E+02,0.08,-0.24,-0.84,0.28
2.18E+02,0.64,-0.24,-1,0.76
2.18E+02,0.04,-0.24,-0.76,0.6
2.18E+02,0.36,0,-1,0.44
2.18E+02,1.48,-1.12,-0.6,0.44
2.18E+02,0.6,-0.8,-1.08,0.44
2.18E+02,-0.72,-1.04,-0.92,0.68
2.18E+02,-0.52,-0.8,-1,0.52
2.18E+02,0.32,-0.56,-0.76,0.36
2.18E+02,0.88,-0.16,0.2,0.44
2.18E+02,0.16,0.08,0.44,0.12
2.18E+02,-1.52,0.56,1.4,0.28
2.18E+02,0.2,-1.04,1.32,0.2
2.18E+02,-0.16,-1.36,0.52,0.36
2.18E+02,-0.24,0,0.36,0.36
2.18E+02,-0.04,0.24,0.2,0.36
2.18E+02,0.44,0.08,-0.2,-0.12
2.18E+02,0.48,-0.16,0.36,0.84
2.18E+02,-0.28,-0.16,-0.76,1
2.18E+02,-0.04,0.64,-0.36,0.44
2.18E+02,0,-0.4,-1.08,0.6
2.18E+02,0,-0.16,-0.92,0.68
2.18E+02,0.64,0.88,-0.68,0.52
2.18E+02,0.28,0.88,-0.36,0.52
2.18E+02,0.84,-0.16,-0.52,0.28
2.18E+02,0.24,-0.8,-1.08,0.52
2.18E+02,0.32,-0.72,-0.84,0.2
2.18E+02,0.28,0,0.6,0.52
2.18E+02,0.64,-0.8,0.52,0.2
2.18E+02,0.36,0.08,-0.6,0.36
2.18E+02,-0.44,1.44,0.2,0.12
2.18E+02,-0.64,0.64,-0.04,0.52
2.18E+02,-0.64,-0.08,-0.2,0.52
2.18E+02,-1.24,-0.24,0.2,0.84
2.18E+02,-0.64,0.72,-0.44,0.52
2.18E+02,-0.52,0.72,0.52,1.16
2.18E+02,0.44,0.24,-0.28,1
2.18E+02,-0.6,0.16,-0.44,1.4
2.18E+02,-0.24,0.32,-0.28,0.92
2.18E+02,-1.2,1.04,0.04,0.44
2.18E+02,-0.88,0.56,0.36,0.52
2.18E+02,-0.84,0.96,0.12,0.36
2.18E+02,-1.12,1.28,0.2,0.2
2.18E+02,-0.56,0,0.68,0.52
2.18E+02,0.2,0,-0.84,0.36
2.18E+02,0.2,1.12,-0.84,0.44
2.18E+02,-0.52,1.04,-0.92,0.28
2.18E+02,-0.2,0.56,-0.76,0.76
2.18E+02,0.16,0.48,-1.32,0.76
2.18E+02,-0.32,1.04,-1.24,0.76
2.18E+02,0,1.44,-1.16,0.44
2.18E+02,0.52,0.16,-0.52,0.76
2.18E+02,1.08,0.24,0.12,0.6
2.18E+02,0.28,0.88,-0.12,0.2
2.18E+02,-0.04,0.56,0.36,0.2
2.18E+02,0.68,-0.08,0.84,0.6
2.18E+02,0.96,-0.8,0.84,0.52
2.18E+02,-0.04,-0.08,0.6,0.12
2.19E+02,-0.24,0.56,0.6,0.04
2.19E+02,0.92,0.56,0.52,0.12
2.19E+02,0.6,0,-0.2,0.2
2.19E+02,-0.56,-0.24,-0.12,0.36
2.19E+02,-0.32,0.88,-0.68,0.12
2.19E+02,-0.08,0.72,-0.76,0.04
2.19E+02,1.24,-0.16,-1,0.36
2.19E+02,1.12,0.16,-1.16,0.52
2.19E+02,-0.4,0.48,-0.68,0.28
2.19E+02,-0.24,-0.32,-1.16,0.12
2.19E+02,-0.76,-1.36,-0.76,0.2
2.19E+02,-0.92,-1.6,-0.28,0.12
2.19E+02,0.8,-1.92,0.52,0.36
2.19E+02,2.4,-1.92,-0.44,0.68
2.19E+02,1.52,-0.96,0.04,0.44
2.19E+02,0.88,0.16,-0.68,0.28
2.19E+02,0.32,0.64,0.44,0.52
2.19E+02,0.64,-1.04,0.44,0.36
2.19E+02,0.48,-0.88,0.12,0.36
2.19E+02,0.76,0.56,-0.12,0.04
2.19E+02,1.08,1.28,-0.68,0.12
2.19E+02,1.48,-0.16,-0.2,0.52
2.19E+02,1.28,0.56,-0.12,0.2
2.19E+02,-0.04,0.4,-0.2,0.44
2.19E+02,0.72,1.52,0.52,0.2
2.19E+02,0.32,-0.32,1.24,0.6
2.19E+02,-0.52,0,0.84,0.44
2.19E+02,0.32,1.2,0.36,-0.2
2.19E+02,0.24,1.04,0.44,-0.04
2.19E+02,1.12,0.64,0.04,-0.04
2.19E+02,-0.08,-0.8,-0.2,0.28
2.19E+02,-0.64,0,0.28,0.12
2.19E+02,0.76,0.56,-0.04,-0.2
2.19E+02,0.28,0.64,0.36,0.12
2.19E+02,0.6,0.64,0.28,-0.28
2.19E+02,-0.52,0.4,-0.36,0.12
2.19E+02,-0.12,1.04,-0.36,0.36
2.19E+02,0.64,-0.24,-0.04,0.28
2.19E+02,0.6,0.72,-0.76,0.04
2.19E+02,1.32,0.72,-0.44,-0.44
2.19E+02,1.2,0.32,0.36,-0.12
2.19E+02,-0.08,-0.24,0.44,0.12
2.19E+02,-0.36,0.56,0.6,-0.28
2.19E+02,-1.12,-0.08,1,-0.12
2.19E+02,-0.12,-1.36,0.44,-0.28
2.19E+02,0.56,-0.16,0.44,-0.2
2.19E+02,0.4,0,1,-0.36
2.19E+02,0.44,0.32,0.36,-0.28
2.19E+02,0.6,-0.24,0.12,-0.44
2.19E+02,0.12,-0.64,0.04,-0.04
2.19E+02,-0.56,-0.08,-0.68,-0.52
2.19E+02,-0.84,0.32,-0.12,-0.28
2.19E+02,1,0.48,0.2,-0.36
2.19E+02,0.68,-0.08,-0.2,-0.12
2.19E+02,-0.12,0.64,-0.12,-0.36
2.19E+02,-0.2,0.96,-0.04,-0.36
2.19E+02,0.12,-0.64,0.44,0.12
2.19E+02,1.4,-1.36,-0.68,0.04
2.19E+02,-0.84,-0.88,-0.28,0.44
2.19E+02,-1,1.36,-0.68,-0.36
2.19E+02,-0.24,0.56,0.04,-0.28
2.19E+02,0.2,-0.32,0.04,-0.28
2.19E+02,0.32,0.56,0.44,-0.44
2.19E+02,0.28,0.4,0.12,-0.28
2.19E+02,0.28,-0.56,0.84,0.2
2.19E+02,0.08,0.08,0.36,0.04
2.19E+02,-0.56,0.16,0.6,-0.28
2.19E+02,0.4,0.4,0.52,-0.2
2.19E+02,0.76,-0.24,0.36,-0.2
2.19E+02,1.04,-0.24,0.2,0.12
2.19E+02,0.36,0,0.2,0.04
2.19E+02,-0.24,-0.24,0.52,-0.28
2.19E+02,1.08,-0.08,0.36,-0.52
2.19E+02,0.2,-0.8,0.04,-0.12
2.19E+02,0,-0.08,0.28,-0.52
2.19E+02,0.28,-0.96,0.2,-0.44
2.19E+02,0,-0.32,0.04,-0.6
2.19E+02,-0.28,-0.08,-0.12,-0.28
2.19E+02,-0.4,0.72,-0.84,-0.52
2.19E+02,0.12,0.4,-0.2,-0.44
2.19E+02,0.88,-0.24,-0.52,-0.28
2.19E+02,0.24,0.72,-1.08,-0.44
2.19E+02,-0.28,1.2,-1.4,-0.2
2.19E+02,0.32,0.08,-1,0.2
2.19E+02,0.6,-0.32,-0.92,0.12
2.19E+02,-0.72,0.48,-0.12,-0.28
2.19E+02,-1.04,1.28,-0.2,-0.2
2.19E+02,-0.12,-0.56,0.36,-0.12
2.19E+02,1.16,-1.04,0.28,0.04
2.19E+02,0.2,-0.8,-0.12,0.44
2.19E+02,-0.6,0.32,0.12,0.2
2.19E+02,0.88,-0.16,0.28,-0.12
2.19E+02,0.76,-1.2,1.16,0.12
2.19E+02,-0.16,0.08,1.16,0.2
2.19E+02,-0.8,0.56,1.32,-0.04
2.19E+02,-1.36,-0.08,1.56,0.2
2.19E+02,0.04,-0.24,0.12,0.12
2.19E+02,1.04,0.08,0.2,0.04
2.19E+02,-0.28,0.56,0.84,0.12
2.19E+02,0.76,-0.08,0.36,-0.28
2.20E+02,0.48,-0.96,0.04,0.12
2.20E+02,0.28,-1.12,-0.68,-0.12
2.20E+02,-0.52,-0.16,-0.2,0.28
2.20E+02,-0.04,-0.48,-0.36,0.44
2.20E+02,-0.04,-1.04,-0.6,0.2
2.20E+02,-0.52,-0.4,0.2,0.04
2.20E+02,-0.2,-0.16,0.12,0.04
2.20E+02,1,0.16,-0.28,-0.36
2.20E+02,0.96,0.32,0.04,-0.28
2.20E+02,-0.04,0.16,0.28,-0.52
2.20E+02,-0.16,0.56,0.84,-0.2
2.20E+02,0.36,-0.4,0.76,-0.2
2.20E+02,-0.96,-0.32,0.2,0.44
2.20E+02,-0.52,0.48,-0.76,0.2
2.20E+02,0.32,0.88,-0.28,0.12
2.20E+02,0.16,-0.08,-0.2,0.12
2.20E+02,0.08,0.48,0.04,0.28
2.20E+02,-0.04,0.48,-0.12,-0.36
2.20E+02,0.36,0,0.84,0.04
2.20E+02,0.6,-1.36,0.92,0.28
2.20E+02,-0.04,0.4,0.04,0.28
2.20E+02,0.16,1.12,0.44,-0.12
2.20E+02,1.48,0.32,0.92,0.12
2.20E+02,1.32,-0.88,0.84,0.28
2.20E+02,0.68,-0.24,-0.12,0.04
2.20E+02,0.48,0.64,0.12,-0.28
2.20E+02,0.4,0.24,-0.36,0.04
2.20E+02,-0.24,-0.24,0.44,0.68
2.20E+02,1.24,0.08,0.2,0.2
2.20E+02,0.56,0.24,0.12,-0.04
2.20E+02,0.56,0.56,0.44,0.12
2.20E+02,0.8,0.8,-0.04,0.2
2.20E+02,-0.04,0.24,0.2,0.52
2.20E+02,-0.2,1.12,-0.2,0.2
2.20E+02,-0.2,-0.08,-0.28,0.44
2.20E+02,-0.72,-0.24,0.28,0.68
2.20E+02,0.24,0.08,-0.6,0.04
2.20E+02,-0.52,0.64,-0.52,0.12
2.20E+02,0.24,0.72,0.36,0.44
2.20E+02,0.08,-0.56,0.44,0.84
2.20E+02,-0.64,-0.08,0.44,0.68
2.20E+02,-0.84,-0.08,0.44,0.6
2.20E+02,0.32,0.24,0.92,0.6
2.20E+02,-0.28,-0.08,0.12,0.68
2.20E+02,-0.52,0.72,0.04,0.44
2.20E+02,-0.52,0.16,1,0.28
2.20E+02,-0.16,0.16,1.24,0.28
2.20E+02,0.2,-0.8,0.6,0.36
2.20E+02,-0.44,-0.8,0.76,0.68
2.20E+02,-0.4,-0.08,0.68,0.44
2.20E+02,-0.04,-0.48,1.08,0.84
2.20E+02,0.96,-0.32,0.68,0.28
2.20E+02,-0.4,-0.64,-0.28,0.44
2.20E+02,0.04,0.8,0.44,0.44
2.20E+02,0.72,-0.08,0.2,0.28
2.20E+02,-0.04,-0.56,-0.12,0.52
2.20E+02,0.16,-0.08,0.52,-0.12
2.20E+02,0.68,0,0.6,0.36
2.20E+02,0.32,-1.04,0.52,0.84
2.20E+02,-0.16,-0.8,-0.6,0.36
2.20E+02,-1.08,0,-1.32,0.44
2.20E+02,-0.8,-0.08,-0.44,0.76
2.20E+02,0.24,-0.56,-0.84,0.52
2.20E+02,-0.2,-0.48,-1.16,-0.12
2.20E+02,-0.84,0.64,-0.68,-0.12
2.20E+02,-0.4,0.72,0.12,0.12
2.20E+02,-0.24,-0.64,-0.44,0.44
2.20E+02,-0.32,0.24,-0.6,0.28
2.20E+02,-0.72,0.56,-0.04,0.12
2.20E+02,-0.28,0.24,0.28,0.76
2.20E+02,0,0.32,1,0.68
2.20E+02,-1.24,0.24,0.52,1.24
2.20E+02,-1.2,1.2,1.16,1.08
2.20E+02,0.08,0.48,0.76,1
2.20E+02,-0.88,-0.16,1,1.16
2.20E+02,0.32,0.32,1.32,0.52
2.20E+02,0.48,0.32,1,0.28
2.20E+02,-0.16,-0.72,1,0.28
2.20E+02,0.68,-0.24,1,0.36
2.20E+02,-0.36,-0.48,0.44,0.44
2.20E+02,-1.36,0.48,0.6,0.6
2.20E+02,-0.48,0.48,0.28,0.6
2.20E+02,-0.04,-0.08,-0.04,0.76
2.20E+02,-0.64,0.96,-0.6,0.6
2.20E+02,-1,1.68,-0.44,0.6
2.20E+02,-0.76,0.64,-0.68,1
2.20E+02,-0.28,-0.48,-1.24,0.44
2.20E+02,-0.28,0,-0.52,0.76
2.20E+02,0.36,0.64,-0.76,0.2
2.20E+02,0.44,0,0.12,0.2
2.20E+02,0.2,-0.08,-0.52,0.6
2.20E+02,-0.12,0.24,-0.52,0.44
2.20E+02,-0.64,1.2,0.44,0.2
2.20E+02,-0.08,0.8,1,0.28
2.20E+02,-0.56,-0.8,1.32,0.68
2.20E+02,-0.28,-0.24,1.32,0.36
2.20E+02,-0.8,0,1.32,0.28
2.20E+02,0.4,-0.56,1.08,0.6
2.20E+02,0.76,-0.88,0.2,0.76
2.20E+02,1.04,0.24,0.04,0.2
2.21E+02,0.6,-0.16,-0.04,0.2
2.21E+02,0.16,0.32,0.52,0.28
2.21E+02,-0.12,-0.08,-0.84,0.52
2.21E+02,-0.84,0.48,-0.68,0.36
2.21E+02,-0.24,0.72,-0.36,0.44
2.21E+02,0.48,0.56,-0.44,0.6
2.21E+02,0.88,0.24,-0.92,0.44
2.21E+02,-0.28,1.2,-0.44,-0.12
2.21E+02,0.12,0.32,-0.6,-0.04
2.21E+02,0.52,-0.72,-0.28,0.6
2.21E+02,1,-0.64,-1.4,-0.28
2.21E+02,0.32,0.24,-1.16,-0.04
2.21E+02,0.84,0.48,-0.52,0.12
2.21E+02,1.24,0,-0.84,0.04
2.21E+02,0.12,0.16,-0.2,0.04
2.21E+02,-0.68,-0.08,0.44,0.2
2.21E+02,-0.68,-0.8,0.76,0.28
2.21E+02,0.2,-0.96,-0.12,0.28
2.21E+02,-0.16,-0.4,-0.68,0.52
2.21E+02,-0.4,1.04,-0.12,0.44
2.21E+02,-0.68,0.72,0.12,0.28
2.21E+02,0.12,-0.64,-0.44,0.44
2.21E+02,-0.4,-0.8,-0.28,0.28
2.21E+02,-0.16,0,-0.04,0.04
2.21E+02,1.08,0.08,-0.04,-0.36
2.21E+02,0,-0.32,0.68,0.76
2.21E+02,-0.68,-0.8,0.2,0.04
2.21E+02,0.08,-0.4,-0.12,-0.12
2.21E+02,0.28,-0.8,-0.2,0.12
2.21E+02,0.12,-0.08,-1.4,0.2
2.21E+02,0.2,0.16,-1.08,0.12
2.21E+02,-0.92,0.08,-0.68,0.6
2.21E+02,0.2,0.72,0.12,0.36
2.21E+02,0.16,-0.4,1.16,0.6
2.21E+02,-0.2,0.48,0.76,0.2
2.21E+02,-0.28,0.64,1.08,-0.36
2.21E+02,0.08,1.52,0.52,-0.52
2.21E+02,0.28,0.56,0.6,-0.6
2.21E+02,0.24,-0.16,-0.52,-0.76
2.21E+02,0.16,0.88,-0.84,-0.36
2.21E+02,-0.28,-0.16,-0.68,0.6
2.21E+02,-0.64,-0.08,-1.08,0.68
2.21E+02,-0.24,0,0.52,0.36
2.21E+02,0.04,0.56,0.52,0.04
2.21E+02,-0.28,-0.48,1.08,0.12
2.21E+02,0.4,-1.04,0.52,0.04
2.21E+02,0.16,0,0.6,-0.44
2.21E+02,0.4,0.4,0.6,-0.44
2.21E+02,1.44,-0.32,0.52,-0.52
2.21E+02,0.4,-0.88,0.44,-0.36
2.21E+02,-0.4,-0.48,-0.68,-0.2
2.21E+02,-0.16,-0.32,-0.92,-0.28
2.21E+02,0.12,-0.32,-1.16,0.12
2.21E+02,0,-0.48,-1.8,0.04
2.21E+02,-0.16,0.96,-1.48,-0.44
2.21E+02,-0.28,1.04,-1.56,-0.84
2.21E+02,-0.4,0.48,-1.08,-0.76
2.21E+02,-0.04,0.24,-1.08,-0.68
2.21E+02,-0.04,0.24,-0.44,-0.36
2.21E+02,0.48,-0.24,0.36,-0.12
2.21E+02,0.72,-0.16,0.2,-0.04
2.21E+02,-0.4,-0.08,-0.2,-0.04
2.21E+02,-1.2,0.72,-0.2,0.04
2.21E+02,-0.84,0,1.32,0.12
2.21E+02,0.6,-0.56,1.08,-0.44
2.21E+02,0.08,-0.64,1.32,-0.12
2.21E+02,0.36,1.28,1.8,-0.92
2.21E+02,1.04,0.72,1.56,-0.76
2.21E+02,1.04,-0.56,1.4,-0.2
2.21E+02,0.24,-0.16,0.6,-0.12
2.21E+02,-1.16,0.32,1,0.12
2.21E+02,-0.08,-0.16,0.2,0.04
2.21E+02,1.08,-0.72,-0.36,0.04
2.21E+02,-0.36,0.64,-0.12,-0.04
2.21E+02,-0.92,1.2,-0.28,-0.44
2.21E+02,0.56,1.12,0.52,-0.44
2.21E+02,0.68,-1.04,0.6,0.04
2.21E+02,0.4,-0.16,-0.2,-0.12
2.21E+02,-1.08,1.2,-0.2,-0.36
2.21E+02,-1.12,0.64,-0.04,-0.12
2.21E+02,-0.04,-0.16,-0.28,0.04
2.21E+02,0.44,0.64,0.04,-0.76
2.21E+02,0,1.04,-0.28,-0.68
2.21E+02,-0.04,2.24,0.04,-0.2
2.21E+02,-0.32,1.04,-0.6,-0.2
2.21E+02,-1.08,0.8,-1.08,-0.36
2.21E+02,-0.48,1.04,-0.52,-0.52
2.21E+02,1.28,-0.4,-0.44,-0.52
2.21E+02,0.6,-0.72,-0.12,-0.36
2.21E+02,0.6,0.4,-1.08,-0.36
2.21E+02,0.36,0.48,-1.16,-0.52
2.21E+02,0.76,-0.24,-1.64,-0.36
2.21E+02,0.36,-0.64,-1.56,-0.36
2.21E+02,-0.28,0.4,-1.24,-0.6
2.21E+02,-0.08,1.04,-1.08,-0.28
2.21E+02,0.72,0.16,-0.12,-0.12
2.21E+02,0.44,-0.08,0.12,-0.28
2.21E+02,-0.88,-0.08,0.92,0.12
2.21E+02,0.32,0,0.84,-0.04
2.21E+02,1.24,-1.28,0.84,-0.04
2.22E+02,1.16,-0.8,0.36,-0.44
2.22E+02,-0.04,-0.16,0.04,-0.12
2.22E+02,0.12,-0.16,-0.04,0.12
2.22E+02,0.76,-1.28,-0.12,-0.2
2.22E+02,0.4,-0.24,-0.44,-0.44
2.22E+02,0.48,-0.08,-0.04,-0.2
2.22E+02,0.72,0.08,-0.12,-0.28
2.22E+02,0.52,-0.48,0.28,0.12
2.22E+02,-0.28,-0.24,1.08,0.36
2.22E+02,-0.96,-0.08,1.32,0.12
2.22E+02,0.04,-0.16,0.76,0.28
2.22E+02,0.76,-0.4,-0.04,0.44
2.22E+02,0.4,0.16,-0.04,0.12
2.22E+02,-0.36,1.2,-0.52,0.28
2.22E+02,-0.52,1.52,-0.2,0.36
2.22E+02,0.16,0,-1.08,-0.44
2.22E+02,-0.88,-0.08,-0.92,-0.12
2.22E+02,-0.24,1.28,-0.68,-0.84
2.22E+02,0.64,0.08,-0.52,-0.52
